seed,detector,variant,view,rewrite,n_harm,recall,miss_mean_p,conf_miss,fpr,recall_swap_storm,recall_early_measure,auc,ece,dj_fpr
1,cnn,clean,L3,relabel,89,1.0,nan,0.0,0.0,nan,1.0,,,
1,cnn,clean,L3,combined,182,0.489010989010989,0.0026340626645833254,0.510989010989011,0.0,0.0,1.0,,,
1,feat_gb,clean,L3,none,89,1.0,nan,0.0,0.0,nan,1.0,1.0,2.1890446344711116e-05,0.0
1,feat_gb,clean,L3,swap_to_3cx,182,0.489010989010989,2.156895612043119e-05,0.510989010989011,0.0,0.0,1.0,,,
1,feat_gb,clean,L3,identity_pad,90,0.9888888888888889,2.1568956120431198e-05,0.011111111111111112,0.0,nan,0.9888888888888889,,,
1,feat_gb,clean,L3,cx_pad,89,1.0,nan,0.0,0.0,nan,1.0,,,
1,feat_gb,clean,L3,decompose,184,0.483695652173913,2.156895612043119e-05,0.5163043478260869,0.0,0.0,1.0,,,
1,feat_gb,clean,L3,relabel,89,1.0,nan,0.0,0.0,nan,1.0,,,
1,feat_gb,clean,L3,combined,182,0.489010989010989,2.156895612043119e-05,0.510989010989011,0.0,0.0,1.0,,,
1,feat_gb,aug_loro,L3,swap_to_3cx,182,0.945054945054945,0.2574028143290791,0.01098901098901099,0.09473684210526316,0.8924731182795699,1.0,,,
1,feat_gb,aug_loro,L3,identity_pad,90,1.0,nan,0.0,0.05263157894736842,nan,1.0,,,
1,feat_gb,aug_loro,L3,cx_pad,89,1.0,nan,0.0,0.05263157894736842,nan,1.0,,,
1,feat_gb,aug_loro,L3,decompose,184,0.9728260869565217,0.19590827601045632,0.010869565217391304,0.06315789473684211,0.9473684210526315,1.0,,,
1,feat_gb,aug_loro,L3,relabel,89,1.0,nan,0.0,0.05263157894736842,nan,1.0,,,
1,feat_gb,aug_loro,L3,combined,182,0.9560439560439561,0.2665610591065414,0.005494505494505495,0.08421052631578947,0.9139784946236559,1.0,,,
2,ngram_lr,clean,raw,none,92,0.6956521739130435,0.39549490920248875,0.0,0.010526315789473684,nan,0.6956521739130435,0.9834096109839816,0.1549064038054811,0.0
2,ngram_lr,clean,raw,swap_to_3cx,185,0.32432432432432434,0.16194108645491048,0.32972972972972975,0.010526315789473684,0.0,0.6521739130434783,,,
2,ngram_lr,clean,raw,identity_pad,92,0.5760869565217391,0.3329525724224554,0.0,0.010526315789473684,nan,0.5760869565217391,,,
2,ngram_lr,clean,raw,cx_pad,92,0.6521739130434783,0.3319352468583272,0.0,0.031578947368421054,nan,0.6521739130434783,,,
2,ngram_lr,clean,raw,decompose,187,0.3422459893048128,0.28090083608997996,0.0481283422459893,0.08421052631578947,0.0,0.6956521739130435,,,
2,ngram_lr,clean,raw,relabel,92,0.6956521739130435,0.39549490920248875,0.0,0.010526315789473684,nan,0.6956521739130435,,,
2,ngram_lr,clean,raw,combined,186,0.16129032258064516,0.2774074154256766,0.0,0.010526315789473684,0.0,0.3225806451612903,,,
